 -4.68100045   1.85327249
 -2.28289672 -10.15453885
 -4.14247431   2.59174536
  3.70966820  -0.22371561
  2.19320576   4.16592052
  2.87848260  -3.25186787
  2.06080944   7.21104273
 -0.93012657   0.96313368
  5.40978027  -1.98933533
 -3.04419444  -1.89310895
  5.86703079   0.66005338
 -5.09613453   6.25101832
  6.16491598  -1.67097148
 -0.86720516   1.16525746
  2.81648625   2.21761424
 -3.02519072   1.23036937
 -3.94692090   6.25526271
  5.52244296  -1.07915831
  6.49547645   3.27788794
  2.13102159   3.84539289
 -3.03505052 -10.14347726
 -4.22578945   1.72118881
 -2.55882848  -9.64124228
 -1.84502607  -7.61465868
 -5.66091400   1.62210151
  2.58459834  -3.49613018
 -5.18029035   2.36124856
  1.18343861  -1.62028948
 -4.01974085 -10.30818810
 -3.47960134  -1.81067963
 -2.90221906  -7.49067309
 -4.39417981   7.40816868
  4.51471551   7.41934055
 -4.50155733  -1.45994420
  4.92766219  -0.57420549
  3.07046296  -1.91555422
  1.36459220  -2.39215777
  1.90323931  -1.39849332
 -3.41891371   2.33537699
  6.27204929   4.07149982
  1.16002370   3.59746316
  2.30269521   3.06101049
 -3.03996917   6.42763562
 -3.73030746   5.51229212
 -1.68048274   0.18832906
  0.90726249   5.25040423
  1.76622840  -0.79312051
  2.91603310  -2.23156998
 -4.95319178   5.79176328
  6.66045265  -0.04066095
  0.57927066   5.81430303
  6.23277035   3.98005510
  5.67300812  -0.57447540
  4.08939535   6.17126472
  3.68470669   6.96617274
  2.97481331   3.93952888
 -4.26960839  -2.35587115
 -3.33955793  -8.85977167
  3.79306980  -3.16434494
  4.33123916   7.21183900
 -1.87856425   2.67844129
 -3.70890050 -10.18358765
 -4.96142950  -1.37965500
 -2.85727378  -7.91704712
 -4.56443598   0.85539122
 -2.28142388  -7.52634478
 -3.71852336   6.40438410
  5.34910579  -0.02792938
 -1.31575315  -7.87691760
 -1.59639188  -6.31752843
  0.97582915   0.79224582
 -2.89247602 -11.48534952
 -3.97169362   1.13653612
  3.53225556   6.45660816
