 7
 1
 7
13
11
 9
 5
12
13
14
13
10
13
12
11
 7
10
13
 8
11
 1
 7
 1
 4
 7
 9
 7
 6
 1
14
 4
10
 2
14
13
 9
 6
 6
 7
 8
11
11
10
10
12
 5
 6
 9
10
13
 5
 8
13
 2
 2
11
14
 1
 9
 2
12
 1
14
 4
 7
 4
10
13
 4
 4
 3
 1
 7
 2
